truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
T7,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 19:36:48,50.819308,17.39013,11.35,2.26,9.95,316.0,1.57,1,0.5785,0.1237,2.44,185.4,0.6776,4.56,10000.0,-10.0,1,3.65,0.8,0.544,0.9614,0.2955,0.3716,Low Risk,1.2
T9,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 19:48:39,49.232675,20.570204,8.6,3.07,10.0,430.78,2.29,0,0.5069,0.6027,8.47,564.89,0.2534,9.05,3211.99,-10.0,1,5.28,0.5,0.061,0.8831,0.3918,0.5257,Moderate Risk,1.17
T19,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-03 19:53:26,47.588496,22.556025,10.79,4.51,10.0,303.34,5.0,0,0.4992,0.8816,3.75,668.7,0.7076,10.73,6388.87,-10.0,1,6.23,0.63,0.6116,0.9306,0.7448,0.7418,High Risk,6.2
T19,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 19:53:26,47.588496,22.556025,13.58,3.29,10.0,400.22,2.99,1,0.6675,0.4685,2.7,918.11,0.9067,9.25,3426.44,-10.0,1,4.24,1.14,0.7648,0.9105,0.2531,0.3572,Low Risk,-0.73
T4,,N12,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-03 20:09:01,45.916477,21.848177,13.26,-0.01,3.0,512.37,3.63,0,0.5402,0.366,1.4,130.0,0.5563,8.72,4209.78,-10.0,1,6.32,3.89,0.7282,0.9193,0.5059,0.5773,Moderate Risk,5.28
T18,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 20:23:53,49.232675,20.570204,6.02,2.86,4.09,426.62,4.68,0,0.6377,1.0,10.0,462.55,0.7301,10.81,7353.54,-10.0,1,6.37,1.36,0.1731,1.0,0.7348,0.5293,Moderate Risk,5.66
T18,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 20:23:53,49.232675,20.570204,13.1,0.58,2.05,355.39,2.37,0,0.6094,0.7324,8.91,107.5,1.0,8.65,9555.51,-10.0,1,4.96,1.15,0.3486,1.0,0.6357,0.4701,Moderate Risk,6.03
T17,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 20:29:56,49.232675,20.570204,7.34,1.41,2.48,345.45,4.95,0,0.8128,0.7969,8.39,778.54,0.3874,7.28,3001.56,0.56,1,4.17,1.44,0.6577,0.9293,0.5616,0.4405,Moderate Risk,2.42
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 20:29:56,49.232675,20.570204,8.42,1.39,4.22,631.79,2.95,0,0.7035,0.3945,9.68,996.86,1.0,5.94,10000.0,-10.0,1,3.63,1.87,0.3425,0.921,0.3823,0.3479,Low Risk,3.43
T3,,N8,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 20:35:37,45.351688,25.662134,13.94,-0.26,2.68,367.96,5.0,1,1.0,0.2308,10.0,460.86,0.7741,4.88,8367.59,-10.0,1,4.08,1.85,0.2827,1.0,0.2947,0.309,Low Risk,2.89
T3,,N8,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 20:35:37,45.351688,25.662134,9.61,0.36,2.9,383.82,2.32,0,0.8314,0.4109,9.08,514.06,1.0,2.95,3928.55,-10.0,1,2.71,1.27,0.4818,0.8492,0.314,0.2903,Low Risk,4.78
T7,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 20:36:48,50.819308,17.39013,9.97,0.45,1.84,372.01,2.27,1,0.8823,0.5869,2.69,688.79,0.2543,7.18,3550.06,-5.84,1,3.27,1.38,0.2033,0.9448,0.3849,0.3793,Low Risk,2.31
T10,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 20:38:01,49.232675,20.570204,8.84,-0.5,2.24,228.87,2.63,1,0.5722,0.1738,9.65,499.41,1.0,8.19,8539.86,-10.0,0,6.57,3.81,0.7,0.9781,0.2564,0.4679,Moderate Risk,5.14
T20,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 20:45:37,50.616164,25.571274,10.04,-0.17,3.16,463.22,5.0,1,0.9061,0.171,3.25,450.51,0.7559,3.37,1304.79,-10.0,1,3.37,0.61,0.2451,0.911,0.1512,0.1051,Low Risk,0.31
T20,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 20:45:37,50.616164,25.571274,11.85,-1.45,3.11,353.73,3.46,0,0.7862,0.0,3.35,252.78,0.9091,1.0,7424.75,-10.0,1,2.7,1.44,0.3865,0.9567,0.1393,0.1446,Low Risk,-1.45
T19,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 20:53:26,47.588496,22.556025,5.81,0.99,2.19,314.0,3.25,0,1.0,0.6857,2.82,782.04,0.4882,6.11,3640.92,-6.7,0,3.33,1.57,0.7611,1.0,0.4607,0.2646,Low Risk,1.71
T4,,N12,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 21:09:01,45.916477,21.848177,7.76,-0.68,2.76,514.88,5.0,0,0.7359,0.0507,2.74,579.58,0.2389,1.0,7993.56,-8.03,1,1.61,1.5,0.4362,0.8203,0.0698,0.1193,Low Risk,2.98
T4,,N12,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 21:09:01,45.916477,21.848177,8.93,2.71,3.29,277.29,2.48,1,0.6913,1.0,1.39,515.11,0.4922,8.74,9324.71,-10.0,0,5.64,0.95,0.2551,1.0,0.7529,0.677,Moderate Risk,5.0
T18,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 21:23:53,49.232675,20.570204,6.46,0.51,2.66,419.11,1.83,1,0.8365,0.4295,8.62,535.44,0.813,5.71,6072.79,-10.0,1,2.18,1.11,1.0,1.0,0.2628,0.4124,Low Risk,2.51
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 21:29:56,49.232675,20.570204,15.77,2.69,2.31,523.17,3.44,0,0.7228,0.6386,10.0,256.65,0.7368,8.66,4174.93,-10.0,1,4.54,2.15,0.366,1.0,0.4753,0.5143,Moderate Risk,7.31
T14,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-03 21:34:40,47.588496,22.556025,6.09,0.74,2.53,312.08,3.04,0,0.6634,0.4494,1.88,431.37,0.3063,13.77,9494.49,-10.0,0,6.4,3.99,0.7127,1.0,0.6546,0.7956,Moderate Risk,9.44
T5,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-03 21:34:43,50.819308,17.39013,11.71,3.45,5.99,297.64,1.99,0,0.6368,0.7352,4.08,291.69,0.9237,11.47,4474.47,-1.6,0,7.55,3.93,0.6797,0.8711,0.7244,0.7262,High Risk,8.25
T3,,N8,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 21:35:37,45.351688,25.662134,20.25,-0.31,4.68,324.34,1.92,1,0.8115,0.0479,8.69,998.73,0.485,3.82,6906.15,-10.0,1,2.14,2.29,0.0,0.8696,0.1619,0.0814,Low Risk,-2.0
T20,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 21:45:37,50.616164,25.571274,5.98,0.93,3.9,280.52,2.89,0,0.7229,0.4081,3.61,942.55,0.8931,7.19,8114.29,-10.0,1,4.71,2.02,0.9127,0.886,0.688,0.4592,Moderate Risk,1.5
T13,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-03 21:47:50,50.819308,17.39013,7.38,0.59,3.94,507.98,4.57,0,0.7715,0.4352,3.16,565.88,0.5646,3.91,10000.0,-10.0,1,3.58,1.63,0.4256,1.0,0.3423,0.2836,Low Risk,1.94
T13,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 21:47:50,50.819308,17.39013,7.73,-0.16,5.08,379.67,2.81,1,0.9838,0.1251,5.61,646.75,0.418,3.28,4762.43,-10.0,1,2.37,1.43,0.704,0.8668,0.0006,0.086,Low Risk,0.16
T10,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 22:06:35,49.232675,20.570204,5.4,-0.79,1.6,531.66,4.51,1,0.8142,0.3175,9.1,107.5,0.6615,3.64,10000.0,-10.0,1,3.09,1.99,0.6396,0.8238,0.3354,0.1874,Low Risk,1.19
T10,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 22:06:35,49.232675,20.570204,9.28,0.84,4.49,625.69,2.63,0,0.6745,0.4477,10.0,850.59,0.0942,6.63,3478.58,-4.78,1,3.76,1.72,0.7953,0.958,0.369,0.4175,Low Risk,2.18
T4,,N12,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 22:09:01,45.916477,21.848177,5.77,1.75,3.09,498.58,2.65,1,0.8393,0.8248,2.53,591.97,0.7018,5.73,4634.38,-10.0,1,5.04,1.9,0.0,1.0,0.6718,0.4185,Moderate Risk,2.53
T13,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 22:47:50,50.819308,17.39013,6.58,2.23,6.34,425.62,2.5,0,1.0,0.7272,2.27,700.86,1.0,7.16,4680.79,-10.0,1,3.1,1.34,0.7805,1.0,0.475,0.4977,Moderate Risk,4.62
T10,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 23:06:35,49.232675,20.570204,13.45,2.81,2.94,428.56,2.17,1,0.6585,0.6923,7.5,141.82,0.0,8.45,3408.14,-10.0,1,3.93,1.27,0.2272,1.0,0.414,0.484,Moderate Risk,3.09
T14,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-04 00:01:23,47.588496,22.556025,5.79,1.22,0.0,441.66,4.56,1,0.7668,1.0,3.95,107.5,0.762,8.1,4663.35,-10.0,1,4.66,0.63,0.3913,1.0,0.5713,0.5599,Moderate Risk,5.72
T14,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 00:01:23,47.588496,22.556025,6.09,1.66,4.35,464.68,2.3,0,0.5979,0.7074,3.33,970.28,0.1658,6.29,3010.38,-10.0,1,4.29,1.21,0.5535,1.0,0.5831,0.3867,Moderate Risk,4.59
T1,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-04 00:06:19,47.588496,22.556025,16.71,3.2,5.73,496.21,2.1,1,0.3243,1.0,3.77,745.52,0.8107,14.04,8555.9,-10.0,0,9.33,3.78,0.5039,1.0,0.8195,0.9013,High Risk,10.59
T6,ORD39,N1,NodeType.PORT,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-04 00:20:26,50.450706,19.336495,15.22,0.23,1.42,336.38,5.0,1,0.8535,0.3384,9.9,516.62,0.262,4.21,5888.68,-10.0,1,4.34,0.5,0.028,0.9683,0.2585,0.3069,Low Risk,2.09
T6,ORD39,N1,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-04 00:20:26,50.450706,19.336495,8.3,0.54,4.29,242.03,2.62,1,0.7276,0.5807,8.16,538.54,1.0,5.93,4789.76,-10.0,1,2.42,1.43,0.032,0.9745,0.3325,0.381,Low Risk,1.56
T12,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-04 00:31:55,47.588496,22.556025,18.04,2.71,4.18,255.29,2.48,0,0.1649,1.0,2.62,943.71,0.7478,14.15,833.61,-7.61,0,9.59,4.53,0.0,1.0,0.8733,0.8963,High Risk,8.5
T5,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-04 00:40:29,50.819308,17.39013,8.55,-0.14,2.71,382.92,5.0,0,0.7962,0.2071,2.99,535.57,0.5918,4.86,10000.0,-10.0,1,2.86,0.81,1.0,1.0,0.2796,0.1452,Low Risk,1.28
T5,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-04 00:40:29,50.819308,17.39013,7.27,-0.94,3.89,365.19,2.13,0,1.0,0.0,2.84,558.8,1.0,2.97,5223.59,-10.0,1,1.54,2.02,0.6891,1.0,0.1001,0.0757,Low Risk,-0.51
T9,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-04 00:43:39,50.819308,17.39013,11.97,1.69,3.46,469.41,3.39,1,0.4858,0.452,3.83,885.21,0.5625,14.66,4168.32,-1.41,1,6.16,3.3,0.768,0.8705,0.5359,0.7609,Moderate Risk,10.16
T14,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 01:01:23,47.588496,22.556025,9.82,0.46,2.76,303.22,3.4,1,0.6311,0.4051,4.23,107.5,1.0,11.28,7765.07,-10.0,1,3.5,1.68,0.0625,1.0,0.515,0.6272,Moderate Risk,5.53
T1,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-04 01:06:19,47.588496,22.556025,9.27,2.15,2.96,395.28,4.0,0,0.637,1.0,3.14,297.01,0.8817,9.27,2150.46,-10.0,1,6.21,1.11,0.0579,0.9726,0.594,0.4913,Moderate Risk,0.79
T1,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 01:06:19,47.588496,22.556025,5.97,3.62,3.87,393.56,2.19,1,0.6539,0.8671,2.75,1075.0,1.0,9.13,2092.14,-10.0,1,4.54,1.18,0.335,1.0,0.5551,0.5824,Moderate Risk,6.45
T19,,N12,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-04 01:10:24,45.916477,21.848177,16.04,2.85,5.43,463.35,2.77,1,0.4,0.4254,1.75,1061.27,0.0685,8.09,10000.0,-10.0,1,6.41,3.96,0.9825,1.0,0.5017,0.6665,Moderate Risk,6.56
T5,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-04 01:40:29,50.819308,17.39013,8.35,-0.36,3.46,501.07,2.58,1,1.0,0.2181,4.51,825.14,0.8748,6.11,5688.33,-10.0,1,2.4,1.51,0.7071,1.0,0.0006,0.2126,Low Risk,0.79
T1,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 02:06:19,47.588496,22.556025,5.58,-0.2,2.33,292.21,3.05,1,0.8425,0.3741,1.67,345.64,0.0,5.73,5368.67,-10.0,1,2.2,1.95,0.4661,0.7705,0.1713,0.1997,Low Risk,0.47
T4,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-04 02:15:55,47.588496,22.556025,9.14,1.94,3.13,354.69,3.38,0,0.6249,0.7803,2.99,510.79,0.6712,9.95,7845.13,-10.0,0,8.68,3.99,0.129,0.8991,0.7115,0.7463,High Risk,4.98
T12,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-04 02:23:20,47.588496,22.556025,5.75,1.39,1.54,397.61,4.74,1,0.6144,0.9532,3.79,905.97,0.1127,9.65,9733.72,-10.0,1,5.7,1.11,0.7594,0.8319,0.695,0.4909,Moderate Risk,4.07
T12,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 02:23:20,47.588496,22.556025,5.45,0.24,1.8,511.7,2.7,1,0.6396,0.4069,3.4,469.63,0.2983,5.65,7932.27,-4.76,1,3.99,2.06,1.0,0.9459,0.6106,0.3561,Moderate Risk,2.09
T18,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-04 02:46:44,50.819308,17.39013,5.71,2.87,2.82,537.36,2.87,1,0.286,0.8811,1.06,201.05,0.3825,13.89,6663.4,-10.0,0,8.31,4.63,0.6657,1.0,0.7973,0.8992,High Risk,9.49
T6,ORD39,N2,NodeType.PORT,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-04 03:13:11,49.232675,20.570204,9.42,3.09,4.41,365.81,2.54,1,0.4522,0.9749,9.2,994.49,0.4786,15.0,7273.52,-10.0,0,7.04,4.89,0.3547,1.0,0.8446,1.0,High Risk,10.27
T19,,N12,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-04 03:19:35,45.916477,21.848177,19.48,1.28,5.36,422.97,4.31,1,0.8416,0.2726,3.94,582.74,0.9801,2.59,10000.0,-5.91,1,2.0,2.13,1.0,0.9449,0.1206,0.0949,Low Risk,-0.07
T19,,N12,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-04 03:19:35,45.916477,21.848177,7.31,-0.93,3.66,466.48,2.26,1,0.9836,0.0,1.2,601.68,0.6551,3.8,4906.3,3.68,1,0.92,1.24,0.0,0.7106,0.0102,0.1982,Low Risk,0.29
T12,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 03:23:20,47.588496,22.556025,12.93,2.82,5.29,392.09,2.15,0,0.5888,0.9409,3.39,263.84,0.6701,5.62,7337.89,-10.0,0,5.27,1.71,0.4769,1.0,0.5125,0.4566,Moderate Risk,2.8
T7,,N13,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-04 03:29:29,48.852207,13.988911,8.38,1.56,4.4,321.56,2.86,0,0.502,0.5639,0.59,840.48,0.954,11.61,2417.28,-10.0,1,6.35,2.99,0.6061,1.0,0.6428,0.7314,Moderate Risk,8.8
T11,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-04 03:47:01,50.616164,25.571274,5.99,-0.69,3.94,524.86,2.64,1,0.6896,0.1075,3.4,516.23,0.5174,7.99,5810.65,-10.0,1,4.27,4.78,0.105,0.9723,0.5266,0.5113,Moderate Risk,7.12
T17,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-04 03:49:27,50.819308,17.39013,13.97,0.17,3.11,541.28,3.33,1,0.6703,0.2545,2.81,240.17,0.4032,10.34,9769.24,-7.23,1,4.83,3.41,0.7036,0.9427,0.4509,0.6425,Moderate Risk,6.15
T2,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-04 03:50:02,49.232675,20.570204,13.27,3.63,2.42,532.26,3.07,1,0.5451,0.9505,8.51,636.3,0.4084,15.0,10000.0,-10.0,0,7.18,4.31,0.9705,0.7773,0.8014,0.9552,High Risk,8.61
T19,,N12,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-04 04:19:35,45.916477,21.848177,7.17,0.71,1.59,383.09,1.72,1,0.781,0.7249,0.96,1075.0,0.9703,6.04,4352.24,-10.0,1,3.87,1.65,0.6319,1.0,0.4736,0.3025,Low Risk,-0.35
T20,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-04 04:34:15,49.232675,20.570204,9.34,1.91,3.91,310.26,2.44,1,0.441,0.7811,9.24,532.1,0.8481,12.26,7658.12,-10.0,0,9.64,3.5,0.1018,0.7866,0.7956,0.8289,High Risk,11.37
T2,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-04 05:23:34,49.232675,20.570204,5.94,-0.09,3.77,335.33,5.0,0,0.9084,0.253,9.31,267.71,0.8462,2.99,8028.92,-10.0,1,2.72,1.58,0.5498,1.0,0.2596,0.1349,Low Risk,-0.05
T2,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-04 05:23:34,49.232675,20.570204,10.95,0.1,3.73,542.63,2.6,0,0.7303,0.0322,8.23,896.74,1.0,1.95,2214.14,-10.0,0,3.7,1.06,0.6686,0.9711,0.2504,0.0237,Low Risk,1.6
T9,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-04 05:43:39,50.819308,17.39013,6.98,3.06,5.16,641.37,4.75,1,0.6632,0.8766,2.82,699.7,0.7413,4.58,8010.48,6.75,1,4.25,1.28,0.0,0.9764,0.5463,0.3558,Moderate Risk,4.49
T9,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-04 05:43:39,50.819308,17.39013,12.97,1.33,4.19,516.45,2.4,1,0.8645,0.3988,4.05,629.89,0.0151,4.31,10000.0,-10.0,1,4.59,1.56,0.426,0.7776,0.5613,0.3022,Moderate Risk,3.42
T11,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-04 05:54:50,50.616164,25.571274,5.7,-0.47,2.8,380.48,5.0,1,0.9695,0.0107,3.79,761.5,0.3059,3.49,7729.03,-10.0,1,1.13,2.53,1.0,0.9286,0.0654,0.1625,Low Risk,0.58
T11,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-04 05:54:50,50.616164,25.571274,6.36,0.99,5.45,363.34,2.95,0,0.8091,0.4436,2.98,468.41,0.6839,3.56,9203.81,-8.48,1,3.61,1.47,0.1216,1.0,0.4879,0.299,Low Risk,0.27
T6,ORD39,N2,NodeType.PORT,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-04 05:56:55,49.232675,20.570204,18.23,0.79,3.1,487.54,4.72,0,0.8893,0.3198,10.0,416.61,0.4639,6.86,6539.31,-10.0,1,2.3,1.83,0.7886,1.0,0.2246,0.3914,Low Risk,4.33
T6,ORD39,N2,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-04 05:56:55,49.232675,20.570204,9.39,2.41,2.68,444.62,2.34,0,0.9789,0.6377,8.98,658.11,0.6712,8.13,7727.13,-10.0,1,4.05,1.89,0.0,0.9914,0.4921,0.4675,Moderate Risk,4.27
T2,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-04 06:23:34,49.232675,20.570204,5.33,-0.05,1.32,484.18,2.6,0,0.5747,0.614,10.0,906.11,0.0,8.52,5013.58,-6.58,1,5.72,1.73,0.6888,0.8986,0.4164,0.4364,Moderate Risk,3.44
T10,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-04 06:39:34,50.616164,25.571274,5.54,2.78,2.18,440.01,2.14,0,0.5471,0.8824,3.58,756.59,0.7355,11.84,8411.4,-10.0,0,9.05,3.93,0.1693,0.8804,0.9683,0.7621,High Risk,6.22
T14,,N12,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-04 06:39:58,45.916477,21.848177,8.56,1.73,5.1,372.23,3.52,1,0.4349,0.4638,5.23,130.0,0.0,9.34,6719.7,-10.0,1,6.6,3.93,0.197,0.8497,0.5616,0.7259,Moderate Risk,7.74
T4,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-04 06:40:29,47.588496,22.556025,5.25,1.93,1.0,466.29,4.49,1,0.5475,1.0,2.81,399.55,0.1799,9.27,6886.72,-10.0,0,7.2,1.17,0.4893,1.0,0.8471,0.7479,High Risk,7.32
T4,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 06:40:29,47.588496,22.556025,13.15,1.12,4.12,525.09,3.37,1,0.8107,0.0939,3.13,107.5,0.0828,8.36,10000.0,-9.39,1,1.26,0.92,0.6651,1.0,0.2661,0.4676,Low Risk,4.28
T11,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-04 06:54:50,50.616164,25.571274,9.22,3.06,2.06,462.29,2.42,0,0.6988,0.8996,3.19,107.5,0.8267,6.93,6885.41,-10.0,0,6.16,1.86,0.3761,0.9691,0.7621,0.4371,Moderate Risk,3.13
T6,ORD39,N2,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-04 06:56:55,49.232675,20.570204,12.12,1.39,4.15,420.69,1.93,1,0.7437,0.6968,10.0,757.72,1.0,6.51,4795.45,-10.0,1,4.78,0.83,0.5667,0.777,0.5037,0.4243,Moderate Risk,1.7
T15,,N7,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-04 06:59:11,54.999728,22.579795,9.86,1.29,4.54,472.31,2.31,0,0.614,0.4362,5.04,730.88,0.5518,8.81,2345.69,-10.0,1,4.36,3.56,0.8499,0.9016,0.4959,0.6382,Moderate Risk,4.93
T1,,N12,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-04 07:01:27,45.916477,21.848177,9.49,4.56,9.01,448.71,2.98,1,0.3696,0.7072,4.0,130.0,0.1789,15.0,5449.06,-10.0,0,7.62,4.05,1.0,0.8661,0.7333,1.0,High Risk,9.84
T13,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-04 07:13:40,49.232675,20.570204,10.0,2.42,10.0,253.97,2.75,1,0.5931,0.1194,9.56,497.17,0.1978,5.9,3755.38,-10.0,1,6.31,3.85,0.3467,0.9034,0.3638,0.477,Moderate Risk,4.33
T8,ORD17,N2,NodeType.PORT,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-04 07:32:36,49.232675,20.570204,18.07,2.84,10.0,439.05,2.5,1,0.4494,0.6162,10.0,647.37,0.5103,12.79,2064.95,-10.0,0,8.85,4.32,0.4884,0.8504,0.7114,0.7513,High Risk,8.89
T4,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 07:40:29,47.588496,22.556025,10.44,1.05,10.0,372.04,3.19,0,0.7245,0.0559,4.02,741.19,0.0,4.54,963.84,-10.0,1,1.82,1.6,0.1741,0.9731,0.1807,0.1803,Low Risk,0.56
T18,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-04 07:43:13,50.819308,17.39013,9.48,3.57,10.0,508.61,4.51,1,0.7871,0.6533,5.26,360.11,0.5345,8.12,10000.0,-10.0,1,3.38,1.33,0.46,0.9683,0.5492,0.3674,Moderate Risk,3.6
T18,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-04 07:43:13,50.819308,17.39013,24.57,1.27,10.0,455.2,2.07,1,0.6125,0.0,3.44,939.46,0.6325,5.42,529.11,-10.0,1,4.43,1.67,0.3973,1.0,0.2619,0.4265,Low Risk,4.96
T20,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-04 07:50:39,49.232675,20.570204,16.43,2.92,10.0,433.51,4.3,1,0.7153,0.2137,8.28,730.1,0.3115,6.48,4263.78,-10.0,0,4.83,1.57,0.5063,0.9776,0.385,0.4085,Moderate Risk,3.22
T20,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-04 07:50:39,49.232675,20.570204,10.03,2.76,7.92,554.8,2.91,1,0.7094,0.5106,8.83,916.02,0.117,5.56,1233.74,-8.94,1,3.98,1.62,0.2917,1.0,0.6019,0.3465,Moderate Risk,4.09
T5,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-04 08:04:20,49.232675,20.570204,10.03,2.11,10.0,383.5,3.36,1,0.4808,0.3504,9.64,1050.91,0.5674,9.61,9985.35,-10.0,0,7.52,3.7,0.8759,0.9552,0.6622,0.8221,High Risk,8.0
T15,,N7,NodeType.HUB,END_SERVICE,IDLE,2024-01-04 08:12:05,54.999728,22.579795,9.95,0.78,10.0,223.48,5.0,0,0.6816,0.1544,2.39,234.18,0.1405,2.66,3496.79,-10.0,1,4.83,0.92,0.1124,0.8996,0.2588,0.2459,Low Risk,0.44
T15,,N7,NodeType.HUB,DEPART_NODE,IDLE,2024-01-04 08:12:05,54.999728,22.579795,7.5,4.42,10.0,496.19,2.15,1,0.4146,0.9077,4.11,255.43,0.2497,10.07,7074.73,-10.0,1,5.92,0.85,0.4487,0.9219,0.7934,0.7094,Moderate Risk,6.58
T9,,N3,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-04 08:16:48,51.000415,16.043147,23.55,3.8,9.66,339.21,3.07,0,0.5124,0.8193,2.22,1017.26,0.846,12.35,10000.0,-4.39,0,8.96,4.05,0.1482,1.0,0.7228,0.8055,High Risk,8.71
